rank,slack_ns,required_time_ns,data_path_delay_ns,logic_delay_ns,route_delay_ns,route_ratio,logic_levels,startpoint,endpoint,path_class,main_cells
1,0.322,5.000,4.704,2.324,2.380,0.506,8,"gen_lane[1].i_p2_pop_slice/popcount_part_q_o_reg[1][0]/C","group_dist_q_reg[8]/D","P2 popcount capture","CARRY4=4;FDCE=2;LUT3=2;LUT5=1;LUT6=1"
2,0.426,5.000,4.600,2.146,2.454,0.533,6,"gen_lane[1].i_p2_pop_slice/popcount_part_q_o_reg[1][0]/C","group_dist_q_reg[7]/D","P2 popcount capture","CARRY4=3;FDCE=2;LUT3=2;LUT5=1"
3,0.441,5.000,4.556,1.190,3.366,0.739,6,"FSM_onehot_st_q_reg[10]/C","lane_result_q_reg[0][55]/D","P2 lane result capture","FDCE=2;LUT4=2;LUT5=1;LUT6=3"
4,0.441,5.000,4.556,1.190,3.366,0.739,6,"FSM_onehot_st_q_reg[10]/C","lane_result_q_reg[1][55]/D","P2 lane result capture","FDCE=2;LUT4=2;LUT5=1;LUT6=3"
5,0.441,5.000,4.556,1.190,3.366,0.739,6,"FSM_onehot_st_q_reg[10]/C","lane_result_q_reg[2][55]/D","P2 lane result capture","FDCE=2;LUT4=2;LUT5=1;LUT6=3"
6,0.441,5.000,4.556,1.190,3.366,0.739,6,"FSM_onehot_st_q_reg[10]/C","lane_result_q_reg[3][55]/D","P2 lane result capture","FDCE=2;LUT4=2;LUT5=1;LUT6=3"
7,0.442,5.000,4.555,1.190,3.365,0.739,6,"FSM_onehot_st_q_reg[10]/C","lane_result_q_reg[0][59]/D","P2 lane result capture","FDCE=2;LUT4=2;LUT5=1;LUT6=3"
8,0.442,5.000,4.555,1.190,3.365,0.739,6,"FSM_onehot_st_q_reg[10]/C","lane_result_q_reg[1][59]/D","P2 lane result capture","FDCE=2;LUT4=2;LUT5=1;LUT6=3"
9,0.442,5.000,4.555,1.190,3.365,0.739,6,"FSM_onehot_st_q_reg[10]/C","lane_result_q_reg[2][59]/D","P2 lane result capture","FDCE=2;LUT4=2;LUT5=1;LUT6=3"
10,0.442,5.000,4.555,1.190,3.365,0.739,6,"FSM_onehot_st_q_reg[10]/C","lane_result_q_reg[3][59]/D","P2 lane result capture","FDCE=2;LUT4=2;LUT5=1;LUT6=3"
11,0.452,5.000,4.545,1.190,3.355,0.738,6,"FSM_onehot_st_q_reg[10]/C","lane_result_q_reg[0][63]/D","P2 lane result capture","FDCE=2;LUT4=2;LUT5=1;LUT6=3"
12,0.452,5.000,4.545,1.190,3.355,0.738,6,"FSM_onehot_st_q_reg[10]/C","lane_result_q_reg[1][63]/D","P2 lane result capture","FDCE=2;LUT4=2;LUT5=1;LUT6=3"
13,0.452,5.000,4.545,1.190,3.355,0.738,6,"FSM_onehot_st_q_reg[10]/C","lane_result_q_reg[2][63]/D","P2 lane result capture","FDCE=2;LUT4=2;LUT5=1;LUT6=3"
14,0.452,5.000,4.545,1.190,3.355,0.738,6,"FSM_onehot_st_q_reg[10]/C","lane_result_q_reg[3][63]/D","P2 lane result capture","FDCE=2;LUT4=2;LUT5=1;LUT6=3"
15,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[0][32]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
16,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[0][33]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
17,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[0][34]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
18,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[0][48]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
19,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[0][49]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
20,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[0][50]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
21,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[1][32]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
22,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[1][33]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
23,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[1][34]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
24,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[1][48]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
25,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[1][49]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
26,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[1][50]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
27,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[2][32]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
28,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[2][33]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
29,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[2][34]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
30,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[2][48]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
31,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[2][49]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
32,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[2][50]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
33,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[3][32]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
34,0.467,5.000,4.530,1.230,3.300,0.728,6,"FSM_onehot_st_q_reg[9]/C","lane_result_q_reg[3][33]/D","P2 lane result capture","FDCE=2;LUT3=1;LUT4=1;LUT6=4"
