rank,slack_ns,required_time_ns,data_path_delay_ns,logic_delay_ns,route_delay_ns,route_ratio,logic_levels,startpoint,endpoint,path_class,main_cells
345,1.064,5.000,3.933,1.085,2.848,0.724,5,"gen_lane[2].i_lane/bool_result_q_reg[15]/C","gen_lane[2].i_lane/popcount_part_q_o_reg[0][5]/D","other","FDCE=2;LUT3=1;LUT5=3;LUT6=1"
346,1.064,5.000,3.933,1.085,2.848,0.724,5,"gen_lane[2].i_lane/bool_result_q_reg[47]/C","gen_lane[2].i_lane/popcount_part_q_o_reg[1][3]/D","other","FDCE=2;LUT3=1;LUT5=3;LUT6=1"
347,1.064,5.000,3.933,1.085,2.848,0.724,5,"gen_lane[2].i_lane/bool_result_q_reg[47]/C","gen_lane[2].i_lane/popcount_part_q_o_reg[1][4]/D","other","FDCE=2;LUT3=1;LUT5=3;LUT6=1"
348,1.064,5.000,3.933,1.085,2.848,0.724,5,"gen_lane[2].i_lane/bool_result_q_reg[47]/C","gen_lane[2].i_lane/popcount_part_q_o_reg[1][5]/D","other","FDCE=2;LUT3=1;LUT5=3;LUT6=1"
349,1.064,5.000,3.933,1.085,2.848,0.724,5,"gen_lane[3].i_lane/bool_result_q_reg[15]/C","gen_lane[3].i_lane/popcount_part_q_o_reg[0][3]/D","other","FDCE=2;LUT3=1;LUT5=3;LUT6=1"
350,1.064,5.000,3.933,1.085,2.848,0.724,5,"gen_lane[3].i_lane/bool_result_q_reg[15]/C","gen_lane[3].i_lane/popcount_part_q_o_reg[0][4]/D","other","FDCE=2;LUT3=1;LUT5=3;LUT6=1"
351,1.064,5.000,3.933,1.085,2.848,0.724,5,"gen_lane[3].i_lane/bool_result_q_reg[15]/C","gen_lane[3].i_lane/popcount_part_q_o_reg[0][5]/D","other","FDCE=2;LUT3=1;LUT5=3;LUT6=1"
352,1.064,5.000,3.933,1.085,2.848,0.724,5,"gen_lane[3].i_lane/bool_result_q_reg[47]/C","gen_lane[3].i_lane/popcount_part_q_o_reg[1][3]/D","other","FDCE=2;LUT3=1;LUT5=3;LUT6=1"
353,1.064,5.000,3.933,1.085,2.848,0.724,5,"gen_lane[3].i_lane/bool_result_q_reg[47]/C","gen_lane[3].i_lane/popcount_part_q_o_reg[1][4]/D","other","FDCE=2;LUT3=1;LUT5=3;LUT6=1"
354,1.064,5.000,3.933,1.085,2.848,0.724,5,"gen_lane[3].i_lane/bool_result_q_reg[47]/C","gen_lane[3].i_lane/popcount_part_q_o_reg[1][5]/D","other","FDCE=2;LUT3=1;LUT5=3;LUT6=1"
355,1.071,5.000,3.926,1.210,2.716,0.692,6,"op_q_reg[1]/C","st_q_reg[4]/D","TOP control","FDCE=2;LUT4=2;LUT6=4"
356,1.072,5.000,3.364,0.875,2.489,0.740,3,"st_q_reg[4]/C","i_vrf/gen_bank[0].vrf_mem_reg/ADDRBWRADDR[9]","VRF/read/writeback","FDCE=1;LUT6=3;RAMB36E1=1"
357,1.072,5.000,3.364,0.875,2.489,0.740,3,"st_q_reg[4]/C","i_vrf/gen_bank[1].vrf_mem_reg/ADDRBWRADDR[9]","VRF/read/writeback","FDCE=1;LUT6=3;RAMB36E1=1"
358,1.072,5.000,3.364,0.875,2.489,0.740,3,"st_q_reg[4]/C","i_vrf/gen_bank[2].vrf_mem_reg/ADDRBWRADDR[9]","VRF/read/writeback","FDCE=1;LUT6=3;RAMB36E1=1"
359,1.072,5.000,3.364,0.875,2.489,0.740,3,"st_q_reg[4]/C","i_vrf/gen_bank[3].vrf_mem_reg/ADDRBWRADDR[9]","VRF/read/writeback","FDCE=1;LUT6=3;RAMB36E1=1"
360,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[0].vrf_mem_reg/WEBWE[0]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
361,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[0].vrf_mem_reg/WEBWE[1]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
362,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[0].vrf_mem_reg/WEBWE[2]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
363,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[0].vrf_mem_reg/WEBWE[3]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
364,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[0].vrf_mem_reg/WEBWE[4]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
365,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[0].vrf_mem_reg/WEBWE[5]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
366,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[0].vrf_mem_reg/WEBWE[6]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
367,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[0].vrf_mem_reg/WEBWE[7]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
368,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[1].vrf_mem_reg/WEBWE[0]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
369,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[1].vrf_mem_reg/WEBWE[1]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
370,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[1].vrf_mem_reg/WEBWE[2]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
371,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[1].vrf_mem_reg/WEBWE[3]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
372,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[1].vrf_mem_reg/WEBWE[4]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
373,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[1].vrf_mem_reg/WEBWE[5]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
374,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[1].vrf_mem_reg/WEBWE[6]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
375,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[1].vrf_mem_reg/WEBWE[7]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
376,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[2].vrf_mem_reg/WEBWE[0]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
377,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[2].vrf_mem_reg/WEBWE[1]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
378,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[2].vrf_mem_reg/WEBWE[2]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
379,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[2].vrf_mem_reg/WEBWE[3]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
380,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[2].vrf_mem_reg/WEBWE[4]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
381,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[2].vrf_mem_reg/WEBWE[5]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
382,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[2].vrf_mem_reg/WEBWE[6]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
383,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[2].vrf_mem_reg/WEBWE[7]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
384,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[3].vrf_mem_reg/WEBWE[0]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
385,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[3].vrf_mem_reg/WEBWE[1]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
386,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[3].vrf_mem_reg/WEBWE[2]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
387,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[3].vrf_mem_reg/WEBWE[3]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
388,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[3].vrf_mem_reg/WEBWE[4]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
389,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[3].vrf_mem_reg/WEBWE[5]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
390,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[3].vrf_mem_reg/WEBWE[6]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
391,1.081,5.000,3.369,1.213,2.156,0.640,4,"st_q_reg[4]/C","i_vrf/gen_bank[3].vrf_mem_reg/WEBWE[7]","VRF/read/writeback","FDCE=1;LUT4=1;LUT5=1;LUT6=1;MUXF7=1;RAMB36E1=1"
392,1.082,5.000,3.915,1.423,2.492,0.637,6,"ecc_pmul_step_q_reg[3]/C","vrf_ra_q_reg[2]/D","VRF/read/writeback","FDCE=2;LUT5=1;LUT6=4;MUXF7=1"
393,1.087,5.000,3.910,1.190,2.720,0.696,6,"a_q_reg[5]/C","st_q_reg[3]/D","TOP control","FDCE=2;LUT4=1;LUT5=2;LUT6=3"
394,1.087,5.000,3.910,1.190,2.720,0.696,6,"a_q_reg[5]/C","st_q_reg[3]_rep/D","TOP control","FDCE=2;LUT4=1;LUT5=2;LUT6=3"
395,1.087,5.000,3.910,1.190,2.720,0.696,6,"a_q_reg[5]/C","st_q_reg[3]_rep__0/D","TOP control","FDCE=2;LUT4=1;LUT5=2;LUT6=3"
396,1.087,5.000,3.910,1.190,2.720,0.696,6,"a_q_reg[5]/C","st_q_reg[3]_rep__1/D","TOP control","FDCE=2;LUT4=1;LUT5=2;LUT6=3"
397,1.087,5.000,3.910,1.190,2.720,0.696,6,"a_q_reg[5]/C","st_q_reg[3]_rep__2/D","TOP control","FDCE=2;LUT4=1;LUT5=2;LUT6=3"
398,1.087,5.000,3.910,1.190,2.720,0.696,6,"a_q_reg[5]/C","st_q_reg[3]_rep__3/D","TOP control","FDCE=2;LUT4=1;LUT5=2;LUT6=3"
399,1.087,5.000,3.910,1.190,2.720,0.696,6,"a_q_reg[5]/C","st_q_reg[3]_rep__4/D","TOP control","FDCE=2;LUT4=1;LUT5=2;LUT6=3"
400,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[0]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
401,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[10]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
402,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[11]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
403,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[12]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
404,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[13]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
405,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[14]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
406,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[15]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
407,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[16]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
408,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[17]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
409,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[18]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
410,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[19]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
411,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[1]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
412,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[20]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
413,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[21]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
414,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[22]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
415,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[23]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
416,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[24]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
417,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[25]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
418,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[26]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
419,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[27]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
420,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[28]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
421,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[29]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
422,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[2]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
423,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[30]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
424,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[31]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
425,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[32]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
426,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[33]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
427,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[34]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
428,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[35]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
429,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[36]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
430,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[37]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
431,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[38]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
432,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[39]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
433,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[3]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
434,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[40]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
435,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[41]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
436,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[42]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
437,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[43]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
438,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[44]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
439,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[45]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
440,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[46]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
441,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[47]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
442,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[48]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
443,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[49]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
444,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[4]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
445,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[50]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
446,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[51]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
447,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[52]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
448,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[53]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
449,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[54]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
450,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[55]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
451,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[56]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
452,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[57]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
453,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[58]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
454,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[59]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
455,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[5]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
456,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[60]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
457,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[61]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
458,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[62]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
459,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[6]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
460,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[7]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
461,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[8]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
462,1.121,5.000,3.668,1.085,2.583,0.704,5,"ecc_pmul_step_q_reg[4]/C","ecc_leaf_prod_q_reg[9]/CE","other","FDCE=2;LUT4=1;LUT5=1;LUT6=3"
463,1.124,5.000,3.873,1.190,2.683,0.693,6,"ecc_leaf_a_q_reg[27]/C","ecc_diag32_pipe_q_reg[0]/D","other","FDCE=2;LUT3=1;LUT5=1;LUT6=4"
464,1.124,5.000,3.873,1.210,2.663,0.688,6,"ecc_leaf_a_q_reg[25]/C","ecc_diag32_pipe_q_reg[16]/D","other","FDCE=2;LUT3=1;LUT4=1;LUT5=1;LUT6=3"
465,1.124,5.000,3.873,1.190,2.683,0.693,6,"ecc_leaf_a_q_reg[27]/C","ecc_diag32_pipe_q_reg[30]/D","other","FDCE=2;LUT3=1;LUT5=1;LUT6=4"
466,1.125,5.000,3.872,1.190,2.682,0.693,6,"ecc_leaf_a_q_reg[25]/C","ecc_diag32_pipe_q_reg[14]/D","other","FDCE=2;LUT3=1;LUT4=1;LUT5=1;LUT6=3"
467,1.127,5.000,3.662,1.085,2.577,0.704,5,"a_q_reg[5]/C","hperm_bit_low_q_reg[0]/CE","other","FDCE=2;LUT2=1;LUT4=1;LUT5=2;LUT6=1"
468,1.127,5.000,3.662,1.085,2.577,0.704,5,"a_q_reg[5]/C","hperm_bit_low_q_reg[1]/CE","other","FDCE=2;LUT2=1;LUT4=1;LUT5=2;LUT6=1"
469,1.127,5.000,3.662,1.085,2.577,0.704,5,"a_q_reg[5]/C","hperm_lane_base_q_reg[0]/CE","other","FDCE=2;LUT2=1;LUT4=1;LUT5=2;LUT6=1"
