rank,path_class,startpoint,endpoint,slack_ns,data_delay_ns,logic_delay_ns,route_delay_ns,route_ratio_pct,logic_levels,main_cells,notes
145,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b1_reg_r2_0_63_6_8/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
146,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b1_reg_r2_0_63_9_11/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
147,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_0_2/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
148,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_12_14/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
149,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_15_17/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
150,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_18_20/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
151,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_21_23/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
152,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_24_26/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
153,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_27_29/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
154,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_30_32/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
155,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_33_35/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
156,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_36_38/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
157,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_39_41/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
158,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_3_5/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
159,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_42_44/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
160,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_45_47/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
161,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_48_50/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
162,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_51_53/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
163,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_54_56/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
164,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_57_59/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
165,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_60_62/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
166,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_6_8/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
167,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r1_0_63_9_11/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
168,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_0_2/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
169,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_12_14/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
170,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_15_17/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
171,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_18_20/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
172,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_21_23/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
173,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_24_26/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
174,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_27_29/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
175,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_30_32/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
176,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_33_35/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
177,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_36_38/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
178,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_39_41/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
179,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_3_5/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
180,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_42_44/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
181,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_45_47/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
182,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_48_50/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
183,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_51_53/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
184,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_54_56/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
185,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_57_59/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
186,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_60_62/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
187,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_6_8/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
188,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b2_reg_r2_0_63_9_11/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=2",""
189,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b3_reg_r1_0_63_0_2/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
190,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b3_reg_r1_0_63_12_14/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
191,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b3_reg_r1_0_63_15_17/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
192,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b3_reg_r1_0_63_18_20/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
193,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b3_reg_r1_0_63_21_23/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
194,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b3_reg_r1_0_63_24_26/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
195,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b3_reg_r1_0_63_27_29/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
196,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b3_reg_r1_0_63_30_32/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
197,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b3_reg_r1_0_63_33_35/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
198,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b3_reg_r1_0_63_36_38/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
199,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b3_reg_r1_0_63_39_41/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
200,"VRF writeback","uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b3_reg_r1_0_63_3_5/RAMB/I",0.675,4.685,1.190,3.495,74.60,6,"FDCE=1;LUT3=1;LUT4=1;LUT6=3;RAMD64E=1",""
