rank,slack_ns,required_time_ns,data_path_delay_ns,logic_delay_ns,route_delay_ns,route_ratio,logic_levels,startpoint,endpoint,path_class,main_cells
1,-0.166,5.000,4.816,1.085,3.731,0.775,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_63_63/DP/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
2,-0.166,5.000,4.816,1.085,3.731,0.775,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r2_0_63_63_63/DP/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=2"
3,-0.166,5.000,4.816,1.085,3.731,0.775,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b1_reg_r1_0_63_63_63/DP/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
4,-0.166,5.000,4.816,1.085,3.731,0.775,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b1_reg_r2_0_63_63_63/DP/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=2"
5,-0.166,5.000,4.816,1.085,3.731,0.775,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b3_reg_r1_0_63_63_63/DP/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
6,-0.166,5.000,4.816,1.085,3.731,0.775,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b3_reg_r2_0_63_63_63/DP/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=2"
7,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_0_2/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
8,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_12_14/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
9,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_15_17/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
10,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_18_20/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
11,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_21_23/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
12,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_24_26/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
13,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_27_29/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
14,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_30_32/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
15,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_33_35/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
16,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_36_38/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
17,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_39_41/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
18,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_3_5/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
19,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_42_44/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
20,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_45_47/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
21,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_48_50/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
22,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_51_53/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
23,-0.157,5.000,4.803,1.085,3.718,0.774,5,"uop_p3_q_reg[op_type][0]/C","i_vrf/vrf_b0_reg_r1_0_63_54_56/RAMB/I","VRF/read/writeback","FDCE=1;LUT4=1;LUT6=3;RAMD64E=1"
