"scenario","task_count","wall_cycles","total_power_w","dynamic_power_w","total_energy_mj","dynamic_energy_mj","matched_nets_percent","matched_nets","design_nets","power_confidence","use_sdf"
"INDEPENDENT","1632","190944","0.306","0.2","0.29214432","0.190944","70","7755","11142","High","True"
